violation_id,timestamp,location,violation_type,vehicle_type,severity
V08691,2025-10-15 17:23:39.705523,INT003,Unknown,Truck,4
V08692,2025-10-07 23:22:39.705523,"48.8566,2.3522",Red Light,Motorcycle,4
V08693,2025-07-29 16:31:39.705523,"51.5074,-0.1278",Illegal Parking,Bus,5
V08694,2025-07-30 11:39:39.705523,"40.7128,-74.0060",Illegal Parking,,3
V08695,2025-09-07 16:53:39.705523,"34.0522,-118.2437",Speeding,Truck,5
V08696,2025-09-11 15:19:39.705523,INT001,Speeding,Motorcycle,5
V08697,2025-10-21 21:15:39.705523,INT001,Illegal Turn,Truck,2
V08698,2025-08-10 06:18:39.705523,INT001,Speeding,Car,5
V08699,2025-08-29 20:00:39.705523,INT001,Speeding,Bus,3
V08700,malformed,"40.7128,-74.0060",Unknown,Truck,4
V08701,malformed,"48.8566,2.3522",Red Light,Bus,4
V08702,2025-08-01 01:05:39.705523,"34.0522,-118.2437",Illegal Turn,Car,1
V08703,2025-09-06 20:21:39.705523,INT004,Illegal Parking,Car,2
V08704,2025-08-13 16:01:39.705523,INT004,Illegal Turn,Motorcycle,5
V08705,2025-09-11 14:20:39.705523,INT005,Speeding,Truck,3
V08706,2025-10-14 20:14:39.705523,INT004,Red Light,Truck,2
V08707,2025-09-21 07:23:39.705523,"48.8566,2.3522",Illegal Turn,Car,5
V08708,2025-08-15 00:23:39.705523,INT002,Illegal Turn,Truck,5
V08709,2025-07-31 06:04:39.705523,"51.5074,-0.1278",Unknown,Bus,2
V08710,2025-08-03 18:36:39.705523,INT005,Speeding,Car,1
V08711,2025-07-31 07:04:39.705523,INT002,Red Light,Bus,3
V08712,2025-07-31 14:08:39.705523,"40.7128,-74.0060",Illegal Parking,,2
V08713,2025-07-31 21:23:39.705523,INT002,Unknown,Car,5
V08714,2025-09-28 11:56:39.705523,INT001,Speeding,Bus,5
V08715,2025-08-27 13:06:39.705523,INT001,Red Light,Car,3
V08716,2025-09-10 13:02:39.705523,INT002,Illegal Turn,Motorcycle,3
V08717,2025-08-06 16:00:39.705523,INT002,Speeding,Car,3
V08718,2025-09-18 07:29:39.705523,INT001,Illegal Parking,,1
V08719,2025-10-25 17:00:39.705523,"34.0522,-118.2437",Illegal Turn,Bus,1
V08720,2025-08-19 09:58:39.705523,"34.0522,-118.2437",Unknown,Truck,4
V08721,2025-08-09 21:10:39.705523,"34.0522,-118.2437",Speeding,Car,5
V08722,2025-10-11 08:32:39.705523,"34.0522,-118.2437",Red Light,Truck,2
V08723,2025-10-15 05:22:39.705523,"34.0522,-118.2437",Illegal Parking,Car,2
V08724,2025-10-11 19:20:39.705523,INT001,Red Light,Truck,4
V08725,2025-10-21 02:14:39.705523,INT001,Illegal Parking,Bus,5
V08726,2025-10-03 04:18:39.705523,INT005,Unknown,Car,1
V08727,malformed,"51.5074,-0.1278",Illegal Parking,,5
V08728,2025-10-18 13:38:39.705523,"34.0522,-118.2437",Speeding,Truck,1
V08729,2025-08-07 10:35:39.705523,"48.8566,2.3522",Illegal Turn,Motorcycle,4
V08730,2025-10-07 21:23:39.705523,INT001,Unknown,,1
V08731,2025-08-16 04:15:39.705523,INT005,Speeding,Motorcycle,5
V08732,2025-09-26 19:18:39.705523,"40.7128,-74.0060",Speeding,,3
V08733,2025-10-14 07:12:39.705523,INT004,Red Light,Motorcycle,1
V08734,2025-09-02 11:50:39.705523,INT002,Illegal Parking,Truck,5
V08735,2025-07-28 15:28:39.705523,"51.5074,-0.1278",Red Light,Truck,1
V08736,2025-08-10 22:30:39.705523,INT002,Illegal Turn,Truck,1
V08737,2025-07-28 16:36:39.705523,"40.7128,-74.0060",Illegal Parking,Bus,2
V08738,2025-08-12 07:12:39.705523,"40.7128,-74.0060",Red Light,Truck,2
V08739,malformed,INT005,Red Light,Truck,3
V08740,2025-09-09 01:48:39.705523,"34.0522,-118.2437",Speeding,Car,3
V08741,2025-08-07 04:57:39.705523,"48.8566,2.3522",Illegal Turn,Motorcycle,4
V08742,2025-08-17 05:28:39.705523,INT002,Illegal Parking,Car,1
V08743,2025-09-29 21:19:39.705523,"48.8566,2.3522",Speeding,Motorcycle,3
V08744,2025-10-13 09:15:39.705523,"34.0522,-118.2437",Unknown,Car,4
V08745,2025-10-17 06:37:39.705523,INT005,Unknown,Car,2
V08746,2025-08-27 21:55:39.705523,INT001,Illegal Parking,Truck,4
V08747,2025-09-12 21:05:39.705523,INT001,Red Light,Car,4
V08748,malformed,INT004,Unknown,Truck,1
V08749,2025-10-24 12:24:39.705523,"48.8566,2.3522",Unknown,Car,2
V08750,2025-08-23 16:40:39.705523,"40.7128,-74.0060",Illegal Turn,Truck,2
V08751,2025-10-11 16:46:39.705523,"48.8566,2.3522",Unknown,,2
V08752,2025-08-22 22:19:39.705523,"51.5074,-0.1278",Red Light,Truck,3
V08753,2025-08-07 18:11:39.705523,"34.0522,-118.2437",Illegal Turn,Truck,5
V08754,2025-10-01 03:10:39.705523,INT005,Speeding,Car,3
V08755,2025-08-27 02:08:39.705523,INT005,Illegal Parking,Bus,4
V08756,2025-07-28 15:20:39.705523,"51.5074,-0.1278",Red Light,Car,4
V08757,2025-08-21 10:20:39.705523,INT002,Unknown,Car,3
V08758,2025-08-14 04:50:39.705523,INT003,Red Light,Truck,5
V08759,2025-08-27 11:18:39.705523,"40.7128,-74.0060",Speeding,Car,1
V08760,2025-07-31 00:37:39.705523,INT002,Red Light,Bus,1
V08761,2025-09-01 00:06:39.705523,INT003,Speeding,Motorcycle,3
V08762,2025-10-24 16:34:39.705523,"40.7128,-74.0060",Speeding,Bus,1
V08763,2025-09-13 15:04:39.705523,"51.5074,-0.1278",Illegal Parking,Motorcycle,4
V08764,2025-08-04 17:41:39.705523,"40.7128,-74.0060",Speeding,Car,2
V08765,2025-10-06 08:58:39.705523,INT003,Illegal Parking,Car,2
V08766,2025-10-04 14:28:39.705523,INT003,Red Light,Truck,1
V08767,2025-10-04 23:02:39.705523,"51.5074,-0.1278",Illegal Turn,,3
V08768,2025-08-14 00:54:39.705523,"40.7128,-74.0060",Illegal Turn,Car,3
V08769,2025-08-17 23:17:39.705523,"40.7128,-74.0060",Speeding,Truck,1
V08770,malformed,"51.5074,-0.1278",Illegal Turn,,5
V08771,2025-09-14 15:24:39.705523,INT002,Illegal Turn,,4
V08772,2025-10-02 12:37:39.705523,"34.0522,-118.2437",Red Light,Car,1
V08773,2025-10-14 02:53:39.705523,INT002,Red Light,Bus,4
V08774,2025-10-11 18:39:39.705523,"40.7128,-74.0060",Red Light,Motorcycle,2
V08775,2025-09-28 16:53:39.705523,INT001,Red Light,Bus,4
V08776,2025-08-12 09:43:39.705523,INT002,Illegal Parking,Bus,5
V08777,2025-10-18 05:40:39.705523,INT003,Red Light,Bus,5
V08778,2025-09-09 16:25:39.705523,INT002,Illegal Turn,Motorcycle,5
V08779,malformed,INT002,Unknown,,4
V08780,2025-09-07 14:03:39.705523,"34.0522,-118.2437",Red Light,Car,4
V08781,2025-08-23 03:01:39.705523,INT001,Unknown,Motorcycle,1
V08782,2025-09-13 04:21:39.705523,"34.0522,-118.2437",Illegal Parking,,5
V08783,2025-09-07 06:46:39.705523,"51.5074,-0.1278",Red Light,Motorcycle,3
V08784,2025-08-07 14:27:39.705523,INT001,Speeding,Truck,1
V08785,2025-07-30 04:01:39.705523,INT001,Unknown,Bus,4
V08786,2025-10-14 18:22:39.705523,"40.7128,-74.0060",Illegal Parking,,3
V08787,2025-08-07 08:48:39.705523,INT002,Red Light,,1
V08788,2025-10-14 17:57:39.705523,INT003,Red Light,Bus,4
V08789,2025-09-01 04:21:39.705523,INT003,Illegal Parking,Car,3
V08790,2025-09-27 03:51:39.705523,INT004,Illegal Turn,Truck,1
V08791,2025-10-22 14:59:39.705523,"51.5074,-0.1278",Unknown,Car,2
V08792,2025-07-29 17:25:39.705523,INT005,Red Light,Motorcycle,3
V08793,2025-08-20 19:07:39.705523,"34.0522,-118.2437",Illegal Parking,Truck,2
V08794,2025-10-04 15:01:39.705523,INT002,Red Light,Truck,3
V08795,2025-09-25 02:51:39.705523,"48.8566,2.3522",Speeding,Truck,5
V08796,2025-10-23 11:23:39.705523,"40.7128,-74.0060",Speeding,Car,2
V08797,2025-09-15 00:13:39.705523,INT002,Illegal Turn,Car,3
V08798,2025-10-05 12:55:39.705523,"51.5074,-0.1278",Unknown,Car,1
V08799,2025-08-31 21:23:39.705523,INT001,Speeding,,1
V08800,2025-08-26 03:14:39.705523,"51.5074,-0.1278",Illegal Parking,,2
V08801,2025-08-10 10:45:39.705523,INT002,Illegal Parking,Truck,3
V08802,2025-10-13 01:31:39.705523,INT003,Illegal Parking,Car,1
V08803,2025-09-09 01:40:39.705523,"48.8566,2.3522",Red Light,,2
V08804,2025-08-16 23:07:39.705523,INT003,Red Light,Bus,1
V08805,2025-08-15 20:28:39.705523,INT005,Illegal Parking,Bus,4
V08806,2025-09-22 22:46:39.705523,"48.8566,2.3522",Speeding,Truck,4
V08807,2025-09-28 02:05:39.705523,"40.7128,-74.0060",Unknown,Motorcycle,5
V08808,2025-08-30 09:23:39.705523,INT005,Illegal Parking,Bus,1
V08809,2025-10-19 11:14:39.705523,INT005,Illegal Turn,,4
V08810,2025-09-10 07:25:39.705523,INT004,Red Light,Bus,4
V08811,2025-08-11 22:02:39.705523,INT004,Speeding,Bus,4
V08812,2025-09-20 10:17:39.705523,"34.0522,-118.2437",Illegal Turn,,2
V08813,2025-10-03 03:03:39.705523,"51.5074,-0.1278",Illegal Turn,Motorcycle,2
V08814,2025-10-15 06:25:39.705523,INT001,Unknown,Bus,3
V08815,2025-09-16 20:05:39.705523,INT005,Illegal Parking,Bus,4
V08816,2025-09-15 14:38:39.705523,"48.8566,2.3522",Unknown,Motorcycle,5
V08817,2025-08-26 05:02:39.705523,INT002,Illegal Turn,Motorcycle,1
V08818,2025-07-30 13:46:39.705523,"51.5074,-0.1278",Unknown,Motorcycle,1
V08819,2025-09-25 09:55:39.705523,"34.0522,-118.2437",Illegal Parking,Truck,1
V08820,2025-09-02 06:37:39.705523,"34.0522,-118.2437",Illegal Parking,Motorcycle,1
V08821,2025-10-24 23:16:39.705523,"51.5074,-0.1278",Speeding,Motorcycle,5
V08822,2025-10-03 23:19:39.705523,INT002,Illegal Parking,Car,4
V08823,2025-07-30 23:29:39.705523,"48.8566,2.3522",Speeding,,5
V08824,2025-10-25 13:17:39.705523,INT004,Illegal Turn,Motorcycle,2
V08825,2025-10-18 07:28:39.705523,INT001,Red Light,Car,3
V08826,2025-09-12 15:12:39.705523,"40.7128,-74.0060",Illegal Parking,Motorcycle,1
V08827,2025-09-15 12:21:39.705523,INT002,Unknown,Car,2
V08828,2025-08-09 19:45:39.705523,INT003,Illegal Turn,Motorcycle,2
V08829,2025-10-21 20:02:39.705523,INT004,Illegal Turn,Car,3
V08830,2025-08-07 15:57:39.705523,"40.7128,-74.0060",Illegal Parking,Car,3
V08831,2025-10-03 09:23:39.705523,INT001,Red Light,Car,3
V08832,2025-08-11 13:58:39.705523,INT002,Illegal Parking,Motorcycle,4
V08833,2025-10-11 14:07:39.705523,"40.7128,-74.0060",Red Light,Motorcycle,4
V08834,2025-09-15 15:43:39.705523,INT001,Illegal Turn,Motorcycle,5
V08835,2025-08-17 06:09:39.705523,"34.0522,-118.2437",Red Light,Car,5
V08836,2025-10-13 17:49:39.705523,INT005,Red Light,Car,1
V08837,2025-08-18 12:00:39.705523,INT001,Illegal Turn,Bus,2
V08838,2025-07-30 10:34:39.705523,INT001,Unknown,Truck,3
V08839,2025-09-10 06:15:39.705523,INT003,Speeding,Motorcycle,4
V08840,2025-08-05 02:40:39.705523,INT002,Illegal Turn,Bus,1
V08841,2025-08-02 03:10:39.705523,"40.7128,-74.0060",Speeding,Bus,4
V08842,2025-08-04 21:27:39.705523,"48.8566,2.3522",Red Light,Motorcycle,2
V08843,2025-09-25 16:34:39.705523,"51.5074,-0.1278",Illegal Turn,,1
V08844,2025-10-07 21:02:39.705523,"51.5074,-0.1278",Red Light,,3
V08845,2025-10-07 16:45:39.705523,"34.0522,-118.2437",Red Light,,5
V08846,2025-09-23 06:59:39.705523,"34.0522,-118.2437",Red Light,Car,5
V08847,malformed,INT002,Illegal Parking,Truck,3
V08848,2025-09-29 23:05:39.705523,INT001,Illegal Turn,Car,4
V08849,2025-08-01 05:27:39.705523,"34.0522,-118.2437",Illegal Parking,Bus,5
V08850,2025-09-14 22:41:39.705523,INT004,Red Light,Bus,4
V08851,2025-09-06 15:34:39.705523,"40.7128,-74.0060",Unknown,Truck,5
V08852,2025-07-31 03:53:39.705523,INT003,Unknown,Bus,5
V08853,2025-10-04 19:01:39.705523,INT003,Illegal Parking,Truck,2
V08854,2025-07-30 19:24:39.705523,"51.5074,-0.1278",Unknown,Bus,2
V08855,2025-08-09 17:17:39.705523,INT002,Speeding,Truck,2
V08856,malformed,INT001,Red Light,Bus,1
V08857,2025-10-10 20:36:39.705523,"40.7128,-74.0060",Speeding,Motorcycle,3
V08858,2025-10-14 14:20:39.705523,"34.0522,-118.2437",Red Light,Motorcycle,5
V08859,2025-10-20 00:53:39.705523,"48.8566,2.3522",Illegal Parking,Motorcycle,5
V08860,2025-08-23 14:02:39.705523,"51.5074,-0.1278",Red Light,Truck,3
V08861,2025-10-01 19:47:39.705523,"51.5074,-0.1278",Red Light,Bus,2
V08862,2025-09-09 06:49:39.705523,INT005,Red Light,Bus,5
V08863,2025-08-15 10:21:39.705523,"34.0522,-118.2437",Speeding,Car,5
V08864,2025-09-19 07:35:39.705523,INT002,Illegal Turn,,4
V08865,2025-09-23 04:35:39.707526,INT005,Illegal Parking,,4
V08866,2025-10-23 07:55:39.707526,"48.8566,2.3522",Speeding,Motorcycle,4
V08867,2025-08-21 22:46:39.707526,"34.0522,-118.2437",Speeding,Motorcycle,4
V08868,2025-09-27 01:23:39.707526,INT003,Unknown,Bus,5
V08869,2025-09-13 06:28:39.707526,"40.7128,-74.0060",Illegal Turn,Truck,1
V08870,2025-09-05 23:47:39.707526,"51.5074,-0.1278",Illegal Parking,Car,5
V08871,2025-09-10 22:20:39.707526,"40.7128,-74.0060",Red Light,,5
V08872,2025-08-07 03:32:39.707526,INT005,Speeding,,2
V08873,2025-09-09 06:38:39.707526,INT001,Illegal Turn,,3
V08874,2025-10-25 17:41:39.707526,"48.8566,2.3522",Unknown,Truck,3
V08875,2025-09-13 14:35:39.707526,INT005,Illegal Turn,Motorcycle,3
V08876,2025-09-12 18:18:39.707526,"51.5074,-0.1278",Illegal Turn,,2
V08877,2025-09-05 17:04:39.707526,INT004,Illegal Parking,Truck,3
V08878,2025-08-27 04:54:39.707526,INT002,Red Light,Car,3
V08879,2025-08-14 03:00:39.707526,"34.0522,-118.2437",Red Light,Bus,4
V08880,2025-08-27 07:00:39.707526,"51.5074,-0.1278",Red Light,Bus,5
V08881,2025-10-24 10:36:39.707526,INT004,Illegal Parking,Bus,2
V08882,2025-08-31 08:03:39.707526,INT002,Speeding,Bus,4
V08883,2025-09-12 13:24:39.707526,INT004,Unknown,Bus,4
V08884,2025-10-01 23:52:39.707526,"40.7128,-74.0060",Unknown,,5
V08885,2025-08-22 22:24:39.707526,"40.7128,-74.0060",Speeding,Truck,3
V08886,2025-09-17 03:02:39.707526,INT001,Illegal Parking,Truck,3
V08887,2025-08-01 08:04:39.707526,"48.8566,2.3522",Speeding,Truck,3
V08888,2025-10-02 14:09:39.707526,INT002,Unknown,,1
V08889,2025-09-13 14:49:39.707526,INT003,Illegal Turn,Truck,2
V08890,2025-08-30 07:19:39.707526,"48.8566,2.3522",Unknown,Motorcycle,5
V08891,2025-09-17 17:07:39.707526,"40.7128,-74.0060",Illegal Parking,Bus,5
V08892,2025-09-18 17:55:39.707526,"51.5074,-0.1278",Illegal Turn,Truck,4
V08893,2025-08-26 06:19:39.707526,"34.0522,-118.2437",Illegal Turn,,2
V08894,2025-10-14 17:27:39.707526,"40.7128,-74.0060",Red Light,Motorcycle,3
V08895,2025-10-22 07:00:39.707526,INT002,Illegal Parking,Car,4
V08896,2025-09-10 05:21:39.707526,INT002,Illegal Parking,Bus,5
V08897,2025-08-20 11:00:39.707526,"34.0522,-118.2437",Unknown,Car,2
V08898,2025-10-15 00:47:39.707526,"48.8566,2.3522",Illegal Turn,Car,4
V08899,2025-07-29 11:20:39.707526,"40.7128,-74.0060",Red Light,Car,5
V08900,2025-08-23 01:03:39.707526,"48.8566,2.3522",Red Light,Truck,1
V08901,2025-09-10 23:32:39.707526,"48.8566,2.3522",Speeding,Bus,5
V08902,malformed,INT004,Illegal Parking,Truck,1
V08903,2025-09-09 17:54:39.707526,INT002,Red Light,Car,2
V08904,2025-08-26 16:49:39.707526,"34.0522,-118.2437",Illegal Parking,Car,4
V08905,2025-10-14 21:39:39.707526,"34.0522,-118.2437",Unknown,Truck,1
V08906,2025-08-18 18:36:39.707526,INT003,Speeding,Bus,2
V08907,2025-09-20 11:07:39.707526,"34.0522,-118.2437",Speeding,Truck,1
V08908,2025-09-23 10:14:39.707526,INT004,Speeding,,1
V08909,2025-09-11 10:23:39.707526,INT002,Illegal Parking,Car,4
V08910,2025-10-21 04:57:39.707526,INT002,Illegal Parking,Car,3
V08911,2025-09-05 13:32:39.707526,"48.8566,2.3522",Illegal Turn,,3
V08912,2025-08-02 17:53:39.707526,INT001,Red Light,Truck,3
V08913,2025-09-08 04:53:39.707526,INT005,Speeding,Motorcycle,2
V08914,2025-09-06 06:27:39.707526,INT003,Red Light,,2
V08915,2025-08-21 17:10:39.707526,INT004,Red Light,Car,3
V08916,2025-10-01 14:52:39.707526,"34.0522,-118.2437",Red Light,Bus,2
V08917,2025-07-30 02:30:39.707526,"48.8566,2.3522",Unknown,,3
V08918,2025-08-20 17:58:39.707526,"51.5074,-0.1278",Red Light,Motorcycle,1
V08919,2025-09-02 15:52:39.707526,INT001,Illegal Parking,Motorcycle,2
V08920,2025-09-13 21:56:39.707526,"34.0522,-118.2437",Red Light,,4
V08921,2025-10-12 02:58:39.707526,"51.5074,-0.1278",Unknown,Car,2
V08922,2025-10-16 06:34:39.707526,INT004,Illegal Turn,Car,3
V08923,2025-10-14 00:33:39.707526,INT005,Illegal Parking,,4
V08924,2025-08-16 10:12:39.707526,INT002,Illegal Turn,Truck,3
V08925,2025-09-30 18:29:39.707526,INT005,Red Light,Motorcycle,5
V08926,2025-08-13 21:03:39.707526,INT001,Illegal Turn,Motorcycle,4
V08927,2025-08-14 20:11:39.707526,INT005,Illegal Parking,Truck,2
V08928,2025-08-06 02:11:39.707526,INT001,Unknown,Car,3
V08929,2025-10-23 21:29:39.707526,"40.7128,-74.0060",Red Light,Bus,3
V08930,2025-09-17 23:43:39.707526,"48.8566,2.3522",Illegal Parking,Motorcycle,4
V08931,2025-10-09 10:56:39.707526,"40.7128,-74.0060",Unknown,,2
V08932,2025-10-18 21:04:39.707526,INT002,Red Light,Truck,4
V08933,2025-08-28 21:47:39.707526,"34.0522,-118.2437",Illegal Turn,Bus,4
V08934,2025-08-17 00:14:39.707526,INT005,Speeding,,1
V08935,2025-10-06 11:06:39.707526,"48.8566,2.3522",Unknown,Bus,5
V08936,2025-10-16 20:43:39.707526,INT003,Unknown,Truck,4
V08937,2025-10-12 11:42:39.707526,INT003,Unknown,Motorcycle,3
V08938,2025-10-13 01:15:39.707526,INT003,Unknown,,2
V08939,2025-10-17 11:36:39.707526,"34.0522,-118.2437",Illegal Parking,Truck,2
V08940,2025-08-03 18:06:39.707526,INT003,Illegal Turn,Truck,4
V08941,malformed,"48.8566,2.3522",Speeding,,5
V08942,2025-09-16 02:46:39.707526,"51.5074,-0.1278",Speeding,Bus,2
V08943,2025-09-01 12:47:39.707526,INT004,Unknown,Car,1
V08944,2025-10-25 03:15:39.707526,"51.5074,-0.1278",Illegal Parking,Truck,4
V08945,2025-09-05 13:42:39.707526,INT001,Red Light,,1
V08946,2025-10-15 11:21:39.707526,INT004,Red Light,Bus,2
V08947,2025-07-31 03:08:39.707526,"40.7128,-74.0060",Red Light,,3
V08948,2025-09-13 08:10:39.707526,INT003,Illegal Turn,Motorcycle,5
V08949,2025-10-02 07:34:39.707526,INT003,Red Light,Car,3
V08950,2025-10-08 01:05:39.707526,INT005,Unknown,Truck,4
V08951,2025-10-08 09:39:39.707526,"40.7128,-74.0060",Illegal Parking,Bus,1
V08952,2025-09-26 05:58:39.707526,"48.8566,2.3522",Illegal Turn,Motorcycle,1
V08953,2025-09-01 22:10:39.707526,"40.7128,-74.0060",Red Light,Motorcycle,2
V08954,malformed,"40.7128,-74.0060",Illegal Parking,Bus,2
V08955,2025-09-26 07:21:39.707526,INT003,Unknown,Bus,3
V08956,2025-10-21 07:58:39.707526,INT004,Illegal Turn,,4
V08957,2025-07-30 18:16:39.707526,INT001,Unknown,Bus,4
V08958,2025-08-10 01:03:39.707526,INT004,Red Light,Truck,2
V08959,2025-08-17 14:32:39.707526,INT003,Red Light,Motorcycle,1
V08960,2025-09-06 16:52:39.707526,"34.0522,-118.2437",Illegal Parking,Car,3
V08961,2025-09-14 06:11:39.707526,INT005,Red Light,Motorcycle,5
V08962,2025-08-18 00:08:39.707526,"34.0522,-118.2437",Speeding,Motorcycle,1
V08963,2025-10-14 23:50:39.707526,INT002,Unknown,Truck,4
V08964,2025-08-08 07:39:39.707526,"40.7128,-74.0060",Red Light,Bus,1
V08965,2025-08-13 12:03:39.707526,INT003,Speeding,Car,3
V08966,2025-08-25 09:12:39.707526,INT004,Illegal Turn,,3
V08967,2025-09-20 09:57:39.707526,"40.7128,-74.0060",Illegal Turn,Truck,1
V08968,2025-10-10 10:14:39.707526,INT001,Illegal Parking,Car,2
V08969,2025-09-18 06:50:39.707526,INT003,Unknown,,5
V08970,2025-10-03 11:16:39.707526,"51.5074,-0.1278",Speeding,Bus,1
V08971,2025-09-21 00:02:39.707526,"34.0522,-118.2437",Speeding,Motorcycle,2
V08972,2025-10-06 19:54:39.707526,"48.8566,2.3522",Unknown,Car,5
V08973,2025-08-08 21:13:39.707526,INT004,Illegal Turn,,3
V08974,2025-10-14 15:27:39.707526,INT002,Illegal Parking,,3
V08975,2025-09-29 13:33:39.707526,"48.8566,2.3522",Red Light,,1
V08976,2025-09-20 18:34:39.707526,INT004,Red Light,,2
V08977,2025-10-21 01:09:39.707526,INT001,Red Light,Truck,2
V08978,2025-09-09 05:08:39.707526,INT002,Speeding,,3
V08979,2025-08-07 14:00:39.707526,INT001,Speeding,Car,4
V08980,2025-09-27 01:59:39.707526,INT002,Illegal Turn,Motorcycle,5
V08981,2025-10-14 04:53:39.707526,INT002,Unknown,Motorcycle,2
V08982,2025-10-10 06:05:39.707526,INT001,Unknown,,4
V08983,2025-10-10 20:21:39.707526,INT003,Unknown,,2
V08984,2025-10-01 15:05:39.707526,"40.7128,-74.0060",Red Light,Truck,1
V08985,2025-09-23 14:30:39.707526,INT005,Red Light,Bus,1
V08986,2025-08-20 09:48:39.707526,INT005,Speeding,,5
V08987,2025-10-06 04:24:39.707526,INT004,Illegal Turn,,1
V08988,2025-09-08 08:05:39.707526,"34.0522,-118.2437",Speeding,,2
V08989,2025-09-16 07:37:39.707526,INT005,Illegal Parking,Bus,2
V08990,2025-09-27 01:53:39.707526,INT004,Speeding,Bus,2
V08991,2025-10-01 07:33:39.707526,"51.5074,-0.1278",Speeding,Motorcycle,1
V08992,2025-09-30 16:15:39.707526,"34.0522,-118.2437",Illegal Parking,Truck,4
V08993,2025-10-02 04:59:39.707526,"48.8566,2.3522",Illegal Parking,Bus,4
V08994,2025-10-13 12:24:39.707526,INT004,Illegal Parking,Car,2
V08995,2025-09-02 08:30:39.707526,INT001,Speeding,,3
V08996,2025-10-12 05:26:39.707526,"51.5074,-0.1278",Speeding,,3
V08997,2025-08-14 12:22:39.707526,INT003,Red Light,Bus,1
V08998,2025-09-15 13:41:39.707526,INT005,Red Light,,5
V08999,2025-09-21 10:05:39.707526,INT001,Red Light,Motorcycle,4
V09000,2025-08-21 20:16:39.707526,INT005,Speeding,Bus,3
V09001,2025-10-25 05:10:39.707526,INT004,Illegal Parking,Truck,5
V09002,2025-08-29 07:11:39.707526,INT005,Illegal Parking,Motorcycle,2
V09003,2025-08-03 15:36:39.707526,"48.8566,2.3522",Illegal Turn,Motorcycle,1
V09004,2025-09-15 17:58:39.707526,"51.5074,-0.1278",Illegal Parking,Motorcycle,5
V09005,2025-09-03 14:58:39.707526,"40.7128,-74.0060",Illegal Parking,,2
V09006,malformed,INT001,Red Light,Truck,3
V09007,2025-09-08 21:45:39.707526,INT004,Speeding,Car,3
V09008,2025-10-24 07:37:39.707526,"34.0522,-118.2437",Illegal Turn,Car,4
V09009,2025-09-13 14:27:39.707526,INT003,Unknown,Car,1
V09010,2025-09-19 07:15:39.707526,"40.7128,-74.0060",Illegal Turn,Bus,4
V09011,2025-10-19 07:54:39.707526,INT003,Unknown,Motorcycle,2
V09012,2025-10-27 08:41:39.707526,INT003,Red Light,,5
V09013,malformed,"48.8566,2.3522",Unknown,Truck,2
V09014,2025-09-27 01:18:39.707526,"34.0522,-118.2437",Unknown,Motorcycle,1
V09015,malformed,"51.5074,-0.1278",Red Light,Motorcycle,1
V09016,2025-10-13 11:46:39.707526,INT002,Illegal Parking,Truck,3
V09017,2025-09-28 00:12:39.707526,INT003,Illegal Turn,,2
V09018,2025-10-04 04:07:39.707526,INT001,Red Light,,1
V09019,2025-08-24 03:25:39.707526,"34.0522,-118.2437",Illegal Turn,,3
V09020,2025-10-04 18:00:39.707526,INT005,Illegal Turn,,1
V09021,malformed,INT005,Speeding,Bus,2
V09022,2025-09-23 09:12:39.707526,"51.5074,-0.1278",Red Light,Bus,1
V09023,2025-09-28 13:40:39.707526,"34.0522,-118.2437",Speeding,,1
V09024,2025-09-09 13:53:39.707526,INT001,Illegal Turn,,2
V09025,2025-09-24 19:18:39.707526,"48.8566,2.3522",Red Light,Truck,5
V09026,2025-09-30 17:49:39.707526,"48.8566,2.3522",Illegal Parking,Bus,5
V09027,2025-09-12 15:18:39.707526,INT004,Red Light,,4
V09028,2025-08-16 00:07:39.707526,"51.5074,-0.1278",Illegal Parking,Truck,1
V09029,2025-09-22 11:47:39.707526,"40.7128,-74.0060",Speeding,Car,1
V09030,2025-09-02 14:12:39.707526,INT005,Unknown,Car,4
V09031,2025-09-20 04:20:39.707526,"40.7128,-74.0060",Speeding,Motorcycle,4
V09032,2025-10-15 17:37:39.707526,"48.8566,2.3522",Unknown,Car,1
V09033,2025-10-26 23:09:39.707526,INT002,Unknown,Bus,2
V09034,2025-07-30 14:18:39.707526,"51.5074,-0.1278",Red Light,Truck,4
V09035,2025-09-28 04:47:39.707526,INT001,Illegal Turn,,3
V09036,2025-09-21 08:49:39.707526,"48.8566,2.3522",Illegal Turn,Bus,1
V09037,2025-08-27 03:57:39.707526,INT004,Speeding,Bus,3
V09038,malformed,INT003,Speeding,Car,1
V09039,2025-09-01 23:04:39.707526,INT002,Illegal Turn,Bus,2
V09040,2025-10-05 23:32:39.707526,INT001,Illegal Turn,Motorcycle,4
V09041,2025-09-15 07:39:39.707526,INT005,Unknown,,2
V09042,2025-10-19 20:31:39.707526,"34.0522,-118.2437",Red Light,Bus,5
V09043,2025-10-17 08:58:39.707526,INT003,Red Light,,2
V09044,2025-10-02 17:06:39.707526,INT001,Illegal Parking,Car,5
V09045,2025-08-16 22:08:39.707526,INT002,Illegal Parking,Truck,3
V09046,malformed,"51.5074,-0.1278",Speeding,Car,3
V09047,2025-09-29 06:13:39.707526,INT004,Speeding,Truck,1
V09048,2025-08-04 18:52:39.707526,INT003,Illegal Parking,Bus,4
V09049,2025-09-15 19:12:39.707526,INT002,Red Light,Truck,1
V09050,2025-10-02 21:39:39.707526,INT005,Illegal Turn,Motorcycle,2
